Date,Time,CustomerType,ProductCategory,UnitPrice,Quantity,Total,FullName
18-02-2026 03:58,03:58:58,Premium,Home & Kitchen,177.33,1,177.33,Rohan Desai
18-02-2026 04:05,04:05:40,Regular,Clothing,48.65,5,243.25,Priya Iyer
18-02-2026 04:25,04:25:21,Premium,Electronics,396.05,3,1188.15,Rohan Desai
18-02-2026 04:41,04:41:12,Premium,Beauty,20.39,1,20.39,Sneha Gupta
18-02-2026 04:59,04:59:55,Member,Electronics,665.69,3,1997.07,Arjun Verma
18-02-2026 05:04,05:04:12,Premium,Home & Kitchen,72.47,2,144.94,Priya Iyer
18-02-2026 05:06,05:06:00,Member,Beauty,89.43,2,178.86,Vikram Patel
18-02-2026 05:26,05:26:45,Regular,Home & Kitchen,39.41,4,157.64,Rohan Desai
18-02-2026 05:41,05:41:42,Premium,Clothing,52.53,1,52.53,Rohan Desai
18-02-2026 06:01,06:01:18,Premium,Grocery,9.18,3,27.54,Vikram Patel
18-02-2026 06:15,06:15:36,Regular,Home & Kitchen,77.97,4,311.88,Rahul Sharma
18-02-2026 07:00,07:00:24,Regular,Clothing,81.48,1,81.48,Vikram Patel
18-02-2026 07:04,07:04:08,Member,Electronics,646.17,3,1938.51,Vikram Patel
18-02-2026 07:32,07:32:51,Member,Grocery,43.66,5,218.3,Ananya Singh
18-02-2026 07:47,07:47:40,Member,Home & Kitchen,265.37,5,1326.85,Kavita Reddy
18-02-2026 08:10,08:10:08,Member,Clothing,40.43,3,121.29,Kavita Reddy
18-02-2026 08:16,08:16:33,Regular,Grocery,24.05,3,72.15,Rohan Desai
18-02-2026 08:20,08:20:30,Member,Beauty,48.94,4,195.76,Neha Joshi
18-02-2026 08:25,08:25:18,Premium,Electronics,811.6,2,1623.2,Priya Iyer
18-02-2026 08:25,08:25:40,Member,Grocery,26.13,2,52.26,Sneha Gupta
18-02-2026 08:29,08:29:18,Member,Clothing,34.84,4,139.36,Sneha Gupta
18-02-2026 08:46,08:46:28,Member,Grocery,35.86,2,71.72,Rohan Desai
18-02-2026 08:48,08:48:27,Premium,Electronics,183.87,4,735.48,Ananya Singh
18-02-2026 08:54,08:54:09,Member,Electronics,789.11,5,3945.55,Rohan Desai
18-02-2026 09:02,09:02:08,Member,Grocery,47.69,3,143.07,Rahul Sharma
18-02-2026 09:03,09:03:28,Member,Grocery,18.42,1,18.42,Sneha Gupta
18-02-2026 09:10,09:10:50,Premium,Home & Kitchen,94.59,2,189.18,Ananya Singh
18-02-2026 09:18,09:18:16,Regular,Electronics,338.51,4,1354.04,Neha Joshi
18-02-2026 09:31,09:31:54,Member,Clothing,124.75,2,249.5,Ananya Singh
18-02-2026 09:39,09:39:39,Member,Home & Kitchen,240.64,4,962.56,Priya Iyer
18-02-2026 09:46,09:46:50,Member,Beauty,50.87,4,203.48,Ananya Singh
18-02-2026 09:54,09:54:58,Premium,Electronics,370.01,3,1110.03,Rohan Desai
18-02-2026 10:11,10:11:14,Regular,Home & Kitchen,96.77,1,96.77,Ananya Singh
18-02-2026 10:12,10:12:26,Regular,Home & Kitchen,213.05,1,213.05,Sneha Gupta
18-02-2026 10:31,10:31:55,Premium,Electronics,593.73,1,593.73,Rahul Sharma
18-02-2026 10:38,10:38:48,Regular,Grocery,28.42,1,28.42,Priya Iyer
18-02-2026 10:39,10:39:04,Premium,Electronics,406.31,5,2031.55,Sneha Gupta
18-02-2026 10:46,10:46:16,Premium,Grocery,38.58,1,38.58,Rohan Desai
18-02-2026 10:48,10:48:32,Regular,Grocery,24.42,2,48.84,Arjun Verma
18-02-2026 10:49,10:49:37,Premium,Home & Kitchen,58.7,1,58.7,Vikram Patel
18-02-2026 10:55,10:55:35,Premium,Beauty,13.38,3,40.14,Aditya Kumar
18-02-2026 10:57,10:57:59,Member,Clothing,71.64,2,143.28,Rahul Sharma
18-02-2026 11:17,11:17:33,Premium,Electronics,148.63,4,594.52,Priya Iyer
18-02-2026 11:31,11:31:43,Member,Beauty,25.33,3,75.99,Vikram Patel
18-02-2026 11:53,11:53:04,Premium,Clothing,98.36,1,98.36,Aditya Kumar
18-02-2026 11:53,11:53:39,Regular,Clothing,57.43,1,57.43,Kavita Reddy
18-02-2026 12:12,12:12:10,Member,Grocery,46.49,3,139.47,Aditya Kumar
18-02-2026 12:17,12:17:45,Premium,Grocery,45.5,5,227.5,Arjun Verma
18-02-2026 12:24,12:24:28,Premium,Clothing,46.11,2,92.22,Sneha Gupta
18-02-2026 12:33,12:33:53,Member,Clothing,42.64,2,85.28,Aditya Kumar
18-02-2026 12:38,12:38:27,Premium,Home & Kitchen,76.27,4,305.08,Rahul Sharma
18-02-2026 12:42,12:42:20,Premium,Beauty,56.08,3,168.24,Arjun Verma
18-02-2026 12:47,12:47:18,Member,Beauty,23.32,3,69.96,Priya Iyer
18-02-2026 13:14,13:14:17,Regular,Clothing,46.46,2,92.92,Aditya Kumar
18-02-2026 13:16,13:16:58,Member,Home & Kitchen,92.27,3,276.81,Sneha Gupta
18-02-2026 13:21,13:21:07,Member,Clothing,120.5,2,241.0,Priya Iyer
18-02-2026 13:22,13:22:18,Regular,Beauty,90.72,5,453.6,Priya Iyer
18-02-2026 13:31,13:31:04,Member,Home & Kitchen,117.16,2,234.32,Rohan Desai
18-02-2026 13:40,13:40:24,Member,Clothing,138.74,2,277.48,Arjun Verma
18-02-2026 13:42,13:42:49,Premium,Electronics,318.19,4,1272.76,Kavita Reddy
18-02-2026 13:51,13:51:51,Premium,Electronics,304.42,3,913.26,Neha Joshi
18-02-2026 14:06,14:06:49,Regular,Grocery,39.65,2,79.3,Rohan Desai
18-02-2026 14:11,14:11:53,Regular,Electronics,414.21,2,828.42,Ananya Singh
18-02-2026 14:16,14:16:48,Premium,Clothing,22.19,2,44.38,Rohan Desai
18-02-2026 14:39,14:39:48,Member,Grocery,43.34,4,173.36,Aditya Kumar
18-02-2026 14:43,14:43:42,Regular,Clothing,72.63,4,290.52,Kavita Reddy
18-02-2026 14:47,14:47:10,Regular,Beauty,37.73,4,150.92,Ananya Singh
18-02-2026 14:57,14:57:16,Member,Beauty,52.33,2,104.66,Vikram Patel
18-02-2026 15:05,15:05:48,Premium,Grocery,40.36,3,121.08,Rohan Desai
18-02-2026 15:09,15:09:19,Member,Clothing,125.33,4,501.32,Aditya Kumar
18-02-2026 15:12,15:12:26,Regular,Home & Kitchen,172.2,5,861.0,Aditya Kumar
18-02-2026 15:21,15:21:00,Premium,Electronics,748.59,3,2245.77,Aditya Kumar
18-02-2026 15:23,15:23:52,Member,Beauty,71.94,2,143.88,Sneha Gupta
18-02-2026 15:24,15:24:30,Regular,Home & Kitchen,258.55,2,517.1,Arjun Verma
18-02-2026 15:28,15:28:16,Premium,Grocery,19.97,5,99.85,Kavita Reddy
18-02-2026 15:54,15:54:53,Premium,Beauty,11.39,1,11.39,Sneha Gupta
18-02-2026 15:54,15:54:18,Regular,Beauty,95.43,4,381.72,Aditya Kumar
18-02-2026 15:57,15:57:52,Member,Home & Kitchen,80.46,2,160.92,Aditya Kumar
18-02-2026 16:08,16:08:13,Regular,Electronics,762.78,4,3051.12,Sneha Gupta
18-02-2026 16:08,16:08:33,Member,Grocery,7.12,2,14.24,Rahul Sharma
18-02-2026 16:26,16:26:48,Premium,Clothing,97.95,4,391.8,Kavita Reddy
18-02-2026 16:34,16:34:20,Regular,Beauty,35.57,5,177.85,Vikram Patel
18-02-2026 16:42,16:42:47,Premium,Electronics,963.51,4,3854.04,Ananya Singh
18-02-2026 16:53,16:53:40,Regular,Electronics,444.03,2,888.06,Rohan Desai
18-02-2026 16:56,16:56:25,Premium,Grocery,28.31,1,28.31,Ananya Singh
18-02-2026 17:10,17:10:25,Premium,Beauty,89.5,5,447.5,Sneha Gupta
18-02-2026 17:16,17:16:30,Premium,Grocery,45.15,5,225.75,Arjun Verma
18-02-2026 17:20,17:20:22,Regular,Beauty,11.24,4,44.96,Ananya Singh
18-02-2026 17:31,17:31:35,Regular,Clothing,136.79,3,410.37,Priya Iyer
18-02-2026 17:34,17:34:39,Regular,Beauty,98.89,5,494.45,Rahul Sharma
18-02-2026 17:50,17:50:14,Member,Grocery,16.74,3,50.22,Priya Iyer
18-02-2026 17:53,17:53:16,Regular,Beauty,18.7,3,56.1,Neha Joshi
18-02-2026 18:15,18:15:59,Regular,Grocery,23.27,3,69.81,Rohan Desai
18-02-2026 18:16,18:16:12,Premium,Beauty,61.93,1,61.93,Rohan Desai
18-02-2026 18:23,18:23:18,Premium,Grocery,26.57,3,79.71,Kavita Reddy
18-02-2026 18:28,18:28:31,Member,Clothing,71.6,2,143.2,Rahul Sharma
18-02-2026 18:31,18:31:04,Premium,Home & Kitchen,205.96,2,411.92,Vikram Patel
18-02-2026 18:34,18:34:23,Premium,Electronics,119.87,3,359.61,Sneha Gupta
18-02-2026 18:41,18:41:58,Member,Grocery,17.37,2,34.74,Vikram Patel
18-02-2026 18:45,18:45:18,Regular,Beauty,78.01,4,312.04,Ananya Singh
18-02-2026 18:53,18:53:03,Member,Beauty,21.75,1,21.75,Rohan Desai
18-02-2026 18:58,18:58:38,Premium,Home & Kitchen,209.35,3,628.05,Kavita Reddy
18-02-2026 19:03,19:03:48,Member,Electronics,896.11,4,3584.44,Rohan Desai
18-02-2026 19:11,19:11:06,Regular,Clothing,94.1,3,282.3,Neha Joshi
18-02-2026 19:14,19:14:02,Premium,Beauty,72.35,3,217.05,Rahul Sharma
18-02-2026 19:43,19:43:30,Premium,Grocery,49.58,4,198.32,Sneha Gupta
18-02-2026 19:45,19:45:24,Regular,Home & Kitchen,195.75,3,587.25,Aditya Kumar
18-02-2026 19:47,19:47:21,Member,Electronics,397.44,4,1589.76,Arjun Verma
18-02-2026 20:02,20:02:24,Member,Grocery,18.3,4,73.2,Arjun Verma
18-02-2026 20:09,20:09:01,Premium,Home & Kitchen,212.56,1,212.56,Priya Iyer
18-02-2026 20:09,20:09:29,Regular,Electronics,986.58,1,986.58,Rohan Desai
18-02-2026 20:41,20:41:08,Regular,Clothing,120.67,1,120.67,Kavita Reddy
18-02-2026 20:46,20:46:32,Regular,Clothing,117.45,5,587.25,Rohan Desai
18-02-2026 20:49,20:49:26,Member,Beauty,11.2,4,44.8,Ananya Singh
18-02-2026 20:52,20:52:38,Member,Beauty,58.13,1,58.13,Rohan Desai
18-02-2026 20:54,20:54:30,Member,Electronics,556.75,2,1113.5,Rohan Desai
18-02-2026 20:59,20:59:05,Premium,Home & Kitchen,117.9,4,471.6,Priya Iyer
18-02-2026 21:10,21:10:52,Member,Grocery,12.46,4,49.84,Priya Iyer
18-02-2026 21:10,21:10:26,Member,Home & Kitchen,283.33,4,1133.32,Aditya Kumar
18-02-2026 21:32,21:32:15,Member,Clothing,78.19,2,156.38,Rohan Desai
18-02-2026 21:38,21:38:00,Regular,Electronics,792.04,3,2376.12,Sneha Gupta
18-02-2026 21:44,21:44:39,Regular,Electronics,895.34,5,4476.7,Vikram Patel
18-02-2026 21:44,21:44:17,Member,Electronics,732.13,4,2928.52,Arjun Verma
18-02-2026 22:02,22:02:33,Premium,Beauty,63.3,3,189.9,Ananya Singh
18-02-2026 22:13,22:13:55,Premium,Clothing,35.82,5,179.1,Rahul Sharma
18-02-2026 22:15,22:15:14,Member,Beauty,93.27,2,186.54,Rahul Sharma
18-02-2026 22:28,22:28:57,Regular,Grocery,46.92,2,93.84,Rahul Sharma
18-02-2026 22:38,22:38:31,Premium,Grocery,44.38,1,44.38,Rahul Sharma
18-02-2026 22:42,22:42:42,Member,Electronics,216.16,2,432.32,Aditya Kumar
18-02-2026 22:47,22:47:41,Regular,Electronics,369.53,3,1108.59,Arjun Verma
18-02-2026 22:50,22:50:48,Premium,Electronics,688.19,4,2752.76,Kavita Reddy
18-02-2026 22:51,22:51:10,Regular,Clothing,39.27,2,78.54,Sneha Gupta
18-02-2026 22:53,22:53:28,Regular,Home & Kitchen,98.56,4,394.24,Vikram Patel
18-02-2026 22:56,22:56:30,Premium,Home & Kitchen,272.61,5,1363.05,Sneha Gupta
18-02-2026 22:57,22:57:33,Premium,Beauty,64.14,3,192.42,Arjun Verma
18-02-2026 23:00,23:00:08,Member,Electronics,374.66,4,1498.64,Neha Joshi
18-02-2026 23:17,23:17:36,Member,Beauty,23.91,3,71.73,Neha Joshi
18-02-2026 23:17,23:17:24,Member,Clothing,60.07,5,300.35,Rahul Sharma
18-02-2026 23:23,23:23:26,Premium,Clothing,54.01,4,216.04,Vikram Patel
18-02-2026 23:32,23:32:30,Member,Clothing,83.51,2,167.02,Rohan Desai
18-02-2026 23:36,23:36:31,Regular,Clothing,138.62,1,138.62,Arjun Verma
18-02-2026 23:41,23:41:16,Premium,Clothing,71.58,3,214.74,Priya Iyer
18-02-2026 23:41,23:41:27,Premium,Beauty,35.36,3,106.08,Arjun Verma
19-02-2026 00:08,00:08:58,Regular,Home & Kitchen,180.31,3,540.93,Neha Joshi
19-02-2026 00:08,00:08:42,Regular,Electronics,301.42,4,1205.68,Priya Iyer
19-02-2026 00:30,00:30:13,Member,Home & Kitchen,179.2,5,896.0,Rohan Desai
19-02-2026 00:37,00:37:01,Member,Electronics,888.59,2,1777.18,Rohan Desai
19-02-2026 00:44,00:44:41,Premium,Grocery,36.51,1,36.51,Rahul Sharma
19-02-2026 00:51,00:51:46,Member,Electronics,931.98,1,931.98,Rohan Desai
19-02-2026 01:07,01:07:31,Member,Home & Kitchen,66.92,5,334.6,Rahul Sharma
19-02-2026 01:08,01:08:58,Premium,Beauty,98.8,2,197.6,Rahul Sharma
19-02-2026 01:17,01:17:35,Premium,Grocery,27.47,3,82.41,Kavita Reddy
19-02-2026 01:25,01:25:26,Member,Grocery,19.97,3,59.91,Priya Iyer
19-02-2026 01:25,01:25:09,Regular,Home & Kitchen,288.58,4,1154.32,Kavita Reddy
19-02-2026 01:26,01:26:47,Regular,Beauty,66.93,4,267.72,Neha Joshi
19-02-2026 01:32,01:32:47,Regular,Grocery,33.54,1,33.54,Arjun Verma
19-02-2026 01:33,01:33:03,Member,Home & Kitchen,43.63,1,43.63,Vikram Patel
19-02-2026 01:36,01:36:19,Regular,Grocery,16.71,3,50.13,Arjun Verma
19-02-2026 01:41,01:41:05,Premium,Home & Kitchen,242.1,5,1210.5,Rohan Desai
19-02-2026 01:42,01:42:48,Regular,Beauty,41.0,3,123.0,Aditya Kumar
19-02-2026 02:10,02:10:09,Premium,Beauty,60.75,1,60.75,Sneha Gupta
19-02-2026 02:13,02:13:28,Member,Electronics,598.68,1,598.68,Neha Joshi
19-02-2026 02:25,02:25:09,Member,Clothing,120.17,1,120.17,Priya Iyer
19-02-2026 02:26,02:26:11,Premium,Clothing,23.3,5,116.5,Vikram Patel
19-02-2026 02:27,02:27:37,Premium,Electronics,404.88,2,809.76,Vikram Patel
19-02-2026 02:36,02:36:00,Premium,Electronics,296.08,3,888.24,Priya Iyer
19-02-2026 03:12,03:12:50,Premium,Grocery,33.69,4,134.76,Ananya Singh
19-02-2026 03:25,03:25:13,Member,Beauty,62.75,4,251.0,Arjun Verma
19-02-2026 03:32,03:32:22,Member,Beauty,37.32,3,111.96,Arjun Verma
19-02-2026 03:47,03:47:47,Regular,Electronics,632.02,4,2528.08,Sneha Gupta
19-02-2026 03:56,03:56:36,Regular,Home & Kitchen,165.54,3,496.62,Sneha Gupta
19-02-2026 03:56,03:56:45,Member,Grocery,11.35,1,11.35,Rohan Desai
19-02-2026 04:03,04:03:32,Regular,Home & Kitchen,192.91,5,964.55,Rahul Sharma
19-02-2026 04:11,04:11:26,Premium,Grocery,25.55,4,102.2,Kavita Reddy
19-02-2026 04:28,04:28:06,Member,Home & Kitchen,114.08,5,570.4,Ananya Singh
19-02-2026 04:35,04:35:16,Premium,Grocery,48.91,3,146.73,Vikram Patel
19-02-2026 04:45,04:45:44,Premium,Clothing,32.13,5,160.65,Neha Joshi
19-02-2026 04:57,04:57:53,Premium,Clothing,119.29,3,357.87,Vikram Patel
19-02-2026 04:58,04:58:50,Member,Home & Kitchen,289.75,2,579.5,Vikram Patel
19-02-2026 05:04,05:04:35,Premium,Home & Kitchen,30.8,3,92.4,Sneha Gupta
19-02-2026 05:07,05:07:12,Member,Home & Kitchen,161.37,4,645.48,Priya Iyer
19-02-2026 05:18,05:18:24,Premium,Electronics,513.77,4,2055.08,Ananya Singh
19-02-2026 05:19,05:19:32,Premium,Grocery,7.14,1,7.14,Neha Joshi
19-02-2026 05:33,05:33:10,Regular,Beauty,57.77,2,115.54,Rohan Desai
19-02-2026 05:53,05:53:54,Premium,Home & Kitchen,258.73,2,517.46,Rahul Sharma
19-02-2026 05:55,05:55:51,Premium,Electronics,559.38,5,2796.9,Sneha Gupta
19-02-2026 05:56,05:56:53,Regular,Home & Kitchen,206.63,3,619.89,Rohan Desai
19-02-2026 05:57,05:57:42,Premium,Electronics,353.71,4,1414.84,Rahul Sharma
19-02-2026 06:07,06:07:50,Premium,Grocery,38.93,1,38.93,Rahul Sharma
19-02-2026 06:09,06:09:57,Premium,Grocery,39.14,5,195.7,Priya Iyer
19-02-2026 06:10,06:10:15,Member,Grocery,44.32,4,177.28,Neha Joshi
19-02-2026 06:19,06:19:42,Member,Home & Kitchen,236.37,1,236.37,Arjun Verma
19-02-2026 06:25,06:25:03,Premium,Beauty,37.72,3,113.16,Neha Joshi
19-02-2026 06:25,06:25:01,Premium,Beauty,89.61,1,89.61,Arjun Verma
19-02-2026 06:32,06:32:26,Member,Home & Kitchen,249.78,4,999.12,Rohan Desai
19-02-2026 06:42,06:42:35,Member,Grocery,18.07,3,54.21,Rohan Desai
19-02-2026 06:46,06:46:02,Premium,Electronics,301.73,5,1508.65,Vikram Patel
19-02-2026 06:55,06:55:16,Regular,Clothing,47.46,2,94.92,Vikram Patel
19-02-2026 07:23,07:23:52,Member,Beauty,23.02,4,92.08,Neha Joshi
19-02-2026 07:37,07:37:24,Member,Clothing,123.53,3,370.59,Aditya Kumar
19-02-2026 07:47,07:47:37,Member,Grocery,5.45,4,21.8,Kavita Reddy
19-02-2026 07:49,07:49:56,Premium,Beauty,29.78,1,29.78,Ananya Singh
19-02-2026 07:50,07:50:54,Regular,Home & Kitchen,56.65,3,169.95,Vikram Patel
19-02-2026 08:06,08:06:01,Member,Grocery,22.81,4,91.24,Vikram Patel
19-02-2026 08:09,08:09:28,Premium,Home & Kitchen,283.68,5,1418.4,Kavita Reddy
19-02-2026 08:26,08:26:07,Regular,Home & Kitchen,56.91,4,227.64,Neha Joshi
19-02-2026 08:31,08:31:15,Premium,Grocery,26.99,1,26.99,Arjun Verma
19-02-2026 08:31,08:31:12,Regular,Clothing,127.18,4,508.72,Neha Joshi
19-02-2026 08:32,08:32:21,Premium,Grocery,8.68,1,8.68,Rahul Sharma
19-02-2026 08:49,08:49:46,Member,Home & Kitchen,265.92,3,797.76,Rohan Desai
19-02-2026 08:52,08:52:13,Regular,Grocery,40.97,2,81.94,Sneha Gupta
19-02-2026 09:03,09:03:12,Member,Clothing,80.12,1,80.12,Rahul Sharma
19-02-2026 09:07,09:07:13,Regular,Grocery,7.06,1,7.06,Priya Iyer
19-02-2026 09:08,09:08:02,Member,Beauty,71.17,1,71.17,Kavita Reddy
19-02-2026 09:33,09:33:43,Premium,Clothing,125.99,1,125.99,Aditya Kumar
19-02-2026 09:44,09:44:36,Member,Beauty,12.96,5,64.8,Sneha Gupta
19-02-2026 09:45,09:45:38,Member,Beauty,97.48,3,292.44,Sneha Gupta
19-02-2026 09:47,09:47:19,Member,Clothing,46.29,2,92.58,Priya Iyer
19-02-2026 09:59,09:59:27,Regular,Home & Kitchen,169.19,5,845.95,Rahul Sharma
19-02-2026 10:06,10:06:55,Premium,Beauty,46.51,1,46.51,Kavita Reddy
19-02-2026 10:07,10:07:12,Premium,Grocery,22.94,4,91.76,Vikram Patel
19-02-2026 10:07,10:07:20,Regular,Electronics,322.48,4,1289.92,Sneha Gupta
19-02-2026 10:24,10:24:29,Premium,Home & Kitchen,105.04,5,525.2,Vikram Patel
19-02-2026 10:40,10:40:36,Premium,Electronics,475.95,4,1903.8,Arjun Verma
19-02-2026 10:59,10:59:11,Regular,Electronics,118.68,3,356.04,Neha Joshi
19-02-2026 11:12,11:12:51,Member,Beauty,39.62,2,79.24,Sneha Gupta
19-02-2026 11:26,11:26:50,Premium,Home & Kitchen,52.4,5,262.0,Aditya Kumar
19-02-2026 11:26,11:26:25,Member,Beauty,64.58,4,258.32,Rahul Sharma
19-02-2026 11:37,11:37:52,Regular,Electronics,442.96,2,885.92,Rohan Desai
19-02-2026 11:43,11:43:05,Member,Electronics,772.72,5,3863.6,Priya Iyer
19-02-2026 11:45,11:45:07,Premium,Home & Kitchen,211.24,5,1056.2,Priya Iyer
19-02-2026 11:49,11:49:59,Member,Grocery,13.42,3,40.26,Kavita Reddy
19-02-2026 11:52,11:52:31,Regular,Home & Kitchen,236.63,3,709.89,Kavita Reddy
19-02-2026 11:52,11:52:46,Member,Electronics,675.82,5,3379.1,Neha Joshi
19-02-2026 12:03,12:03:39,Member,Grocery,10.27,5,51.35,Arjun Verma
19-02-2026 12:21,12:21:09,Member,Grocery,31.96,5,159.8,Rohan Desai
19-02-2026 12:33,12:33:23,Premium,Electronics,864.24,1,864.24,Arjun Verma
19-02-2026 12:37,12:37:05,Member,Grocery,26.28,1,26.28,Arjun Verma
19-02-2026 12:55,12:55:56,Premium,Home & Kitchen,172.56,1,172.56,Rahul Sharma
19-02-2026 13:03,13:03:18,Member,Clothing,47.57,4,190.28,Sneha Gupta
19-02-2026 13:06,13:06:27,Premium,Beauty,19.32,2,38.64,Rohan Desai
19-02-2026 13:13,13:13:41,Regular,Beauty,44.79,1,44.79,Neha Joshi
19-02-2026 13:21,13:21:23,Premium,Beauty,29.25,2,58.5,Rahul Sharma
19-02-2026 13:25,13:25:17,Regular,Grocery,25.32,2,50.64,Priya Iyer
19-02-2026 13:30,13:30:09,Member,Home & Kitchen,82.31,5,411.55,Kavita Reddy
19-02-2026 13:38,13:38:10,Premium,Home & Kitchen,139.99,3,419.97,Neha Joshi
19-02-2026 13:47,13:47:51,Regular,Clothing,127.24,1,127.24,Priya Iyer
19-02-2026 13:56,13:56:04,Premium,Beauty,47.03,5,235.15,Arjun Verma
19-02-2026 14:00,14:00:31,Premium,Grocery,42.25,3,126.75,Vikram Patel
19-02-2026 14:00,14:00:36,Premium,Clothing,51.11,5,255.55,Rahul Sharma
19-02-2026 14:10,14:10:32,Premium,Clothing,103.97,5,519.85,Kavita Reddy
19-02-2026 14:15,14:15:21,Member,Electronics,752.94,4,3011.76,Vikram Patel
19-02-2026 14:17,14:17:44,Regular,Beauty,80.53,2,161.06,Sneha Gupta
19-02-2026 14:43,14:43:32,Regular,Clothing,136.47,5,682.35,Arjun Verma
19-02-2026 14:54,14:54:08,Premium,Grocery,35.87,2,71.74,Rohan Desai
19-02-2026 14:59,14:59:26,Regular,Home & Kitchen,118.51,3,355.53,Ananya Singh
19-02-2026 15:01,15:01:44,Premium,Home & Kitchen,38.49,5,192.45,Priya Iyer
19-02-2026 15:35,15:35:34,Premium,Electronics,827.31,3,2481.93,Rohan Desai
19-02-2026 15:44,15:44:43,Premium,Beauty,34.85,1,34.85,Priya Iyer
19-02-2026 16:05,16:05:44,Premium,Beauty,82.46,2,164.92,Aditya Kumar
19-02-2026 16:06,16:06:26,Member,Clothing,137.52,2,275.04,Ananya Singh
19-02-2026 16:14,16:14:24,Premium,Home & Kitchen,103.53,5,517.65,Kavita Reddy
19-02-2026 16:19,16:19:55,Premium,Clothing,120.9,5,604.5,Vikram Patel
19-02-2026 16:25,16:25:48,Member,Home & Kitchen,103.46,1,103.46,Vikram Patel
19-02-2026 16:45,16:45:48,Member,Electronics,205.72,3,617.16,Sneha Gupta
19-02-2026 16:56,16:56:20,Premium,Beauty,62.47,2,124.94,Sneha Gupta
19-02-2026 17:02,17:02:46,Regular,Home & Kitchen,155.05,1,155.05,Sneha Gupta
19-02-2026 17:07,17:07:21,Premium,Home & Kitchen,76.14,3,228.42,Priya Iyer
19-02-2026 17:08,17:08:27,Premium,Grocery,27.07,5,135.35,Kavita Reddy
19-02-2026 17:21,17:21:54,Regular,Electronics,852.76,4,3411.04,Kavita Reddy
19-02-2026 17:22,17:22:38,Premium,Electronics,247.95,5,1239.75,Ananya Singh
19-02-2026 17:23,17:23:47,Premium,Clothing,126.01,2,252.02,Rohan Desai
19-02-2026 17:31,17:31:25,Regular,Electronics,592.07,4,2368.28,Vikram Patel
19-02-2026 17:34,17:34:08,Regular,Clothing,106.1,4,424.4,Aditya Kumar
19-02-2026 17:49,17:49:05,Premium,Home & Kitchen,238.21,4,952.84,Ananya Singh
19-02-2026 17:52,17:52:29,Member,Beauty,12.64,2,25.28,Arjun Verma
19-02-2026 17:52,17:52:09,Member,Electronics,639.91,4,2559.64,Rahul Sharma
19-02-2026 17:53,17:53:56,Premium,Grocery,19.18,1,19.18,Rahul Sharma
19-02-2026 17:53,17:53:56,Premium,Grocery,30.35,2,60.7,Rahul Sharma
19-02-2026 17:55,17:55:48,Premium,Home & Kitchen,169.12,1,169.12,Rahul Sharma
19-02-2026 17:59,17:59:23,Regular,Beauty,40.54,5,202.7,Arjun Verma
