Date,Time,CustomerType,ProductCategory,UnitPrice,Quantity,Total,FullName
02-02-2025,18:01:00,Refund,Electronics,-175.98,1,-175.98,Jane Smith
02-02-2025,19:36:00,Member,Clothing,427.78,3,1283.34,Charlie Brown
02-02-2025,21:23:00,Normal,Beauty & Personal Care,10.83,1,10.83,Alice Johnson
03-02-2025,00:01:00,Refund,Clothing,-274.62,4,-1098.48,John Doe
03-02-2025,00:01:00,Refund,Home & Kitchen,-226.96,3,-680.88,Alice Johnson
03-02-2025,00:19:00,Premium,Grocery,361.74,3,1085.22,Alice Johnson
03-02-2025,00:38:00,Premium,Home & Kitchen,283.98,3,851.94,Jane Smith
03-02-2025,00:51:00,Refund,Clothing,-157.82,3,-473.46,Jane Smith
03-02-2025,02:19:00,Refund,Electronics,-83.92,5,-419.6,Alice Johnson
03-02-2025,02:31:00,Premium,Electronics,408.99,2,817.98,Bob Williams
03-02-2025,03:45:00,Refund,Home & Kitchen,-26.69,4,-106.76,Alice Johnson
03-02-2025,03:56:00,Member,Electronics,473.17,2,946.34,Bob Williams
03-02-2025,04:07:00,Refund,Clothing,-317.38,5,-1586.9,John Doe
03-02-2025,04:25:00,Refund,Electronics,-38.73,5,-193.65,Jane Smith
03-02-2025,04:38:00,Refund,Grocery,-206.66,1,-206.66,Bob Williams
03-02-2025,05:09:00,Refund,Electronics,-56.14,5,-280.7,John Doe
03-02-2025,05:21:00,Premium,Electronics,71.52,5,357.6,Charlie Brown
03-02-2025,05:26:00,Normal,Electronics,385.49,3,1156.47,Jane Smith
03-02-2025,05:32:00,Premium,Beauty & Personal Care,91.19,4,364.76,Jane Smith
03-02-2025,06:29:00,Premium,Clothing,171.09,1,171.09,Jane Smith
03-02-2025,07:00:00,Refund,Clothing,-81.74,2,-163.48,Bob Williams
03-02-2025,07:21:00,Refund,Home & Kitchen,-365.93,4,-1463.72,John Doe
03-02-2025,07:24:00,Refund,Home & Kitchen,-169.1,1,-169.1,Bob Williams
03-02-2025,08:33:00,Normal,Grocery,493.04,2,986.08,John Doe
03-02-2025,08:48:00,Refund,Beauty & Personal Care,-275.67,3,-827.01,Jane Smith
03-02-2025,09:04:00,Member,Electronics,389.16,2,778.32,John Doe
03-02-2025,09:16:00,Normal,Home & Kitchen,105.24,2,210.48,Bob Williams
03-02-2025,10:38:00,Normal,Electronics,76.22,3,228.66,Charlie Brown
03-02-2025,12:20:00,Refund,Clothing,-237.84,4,-951.36,Alice Johnson
03-02-2025,12:26:00,Member,Grocery,226.29,3,678.87,John Doe
03-02-2025,15:16:00,Premium,Clothing,415.53,4,1662.12,Alice Johnson
03-02-2025,15:20:00,Normal,Grocery,479.64,3,1438.92,Bob Williams
03-02-2025,15:56:00,Premium,Clothing,95.49,4,381.96,John Doe
03-02-2025,16:06:00,Premium,Home & Kitchen,206.91,4,827.64,Alice Johnson
03-02-2025,16:12:00,Refund,Grocery,-296.85,3,-890.55,Charlie Brown
03-02-2025,16:16:00,Normal,Clothing,444.12,4,1776.48,Alice Johnson
03-02-2025,18:45:00,Refund,Grocery,-424.74,4,-1698.96,John Doe
03-02-2025,20:29:00,Refund,Grocery,-227.53,3,-682.59,Alice Johnson
03-02-2025,20:52:00,Refund,Electronics,-277.13,1,-277.13,John Doe
03-02-2025,22:26:00,Member,Home & Kitchen,300.58,2,601.16,Charlie Brown
03-02-2025,23:21:00,Refund,Electronics,-328.04,1,-328.04,John Doe
04-02-2025,00:06:00,Premium,Grocery,244.79,4,979.16,John Doe
04-02-2025,00:17:00,Member,Grocery,480.79,5,2403.95,Jane Smith
04-02-2025,01:44:00,Normal,Electronics,446.75,1,446.75,Jane Smith
04-02-2025,04:30:00,Member,Grocery,98.22,3,294.66,Charlie Brown
04-02-2025,05:10:00,Normal,Home & Kitchen,393.08,2,786.16,Alice Johnson
04-02-2025,05:47:00,Refund,Grocery,-62.18,2,-124.36,John Doe
04-02-2025,07:32:00,Premium,Clothing,363.19,1,363.19,John Doe
04-02-2025,09:00:00,Member,Electronics,190.64,3,571.92,John Doe
04-02-2025,11:07:00,Refund,Clothing,-25.11,4,-100.44,Alice Johnson
04-02-2025,11:26:00,Refund,Grocery,-338.58,5,-1692.9,Jane Smith
04-02-2025,11:46:00,Normal,Beauty & Personal Care,447.38,4,1789.52,Bob Williams
04-02-2025,12:35:00,Refund,Electronics,-272.79,4,-1091.16,Bob Williams
04-02-2025,13:35:00,Refund,Grocery,-327.55,2,-655.1,John Doe
04-02-2025,15:26:00,Refund,Beauty & Personal Care,-122.23,2,-244.46,Alice Johnson
04-02-2025,16:13:00,Normal,Home & Kitchen,262.72,4,1050.88,John Doe
04-02-2025,16:23:00,Refund,Grocery,-450.69,3,-1352.07,Jane Smith
04-02-2025,16:23:00,Member,Home & Kitchen,347.72,3,1043.16,Bob Williams
04-02-2025,17:19:00,Refund,Clothing,-228.91,2,-457.82,Alice Johnson
04-02-2025,17:27:00,Premium,Clothing,157.69,2,315.38,Bob Williams
04-02-2025,17:37:00,Refund,Beauty & Personal Care,-89.34,4,-357.36,Bob Williams
04-02-2025,18:27:00,Refund,Electronics,-491.34,2,-982.68,Charlie Brown
04-02-2025,19:12:00,Refund,Beauty & Personal Care,-139.74,4,-558.96,Jane Smith
04-02-2025,19:28:00,Premium,Electronics,73.79,3,221.37,John Doe
04-02-2025,19:41:00,Refund,Clothing,-472.48,2,-944.96,Alice Johnson
04-02-2025,21:02:00,Refund,Home & Kitchen,-412.73,5,-2063.65,Charlie Brown
04-02-2025,22:31:00,Premium,Home & Kitchen,357.57,3,1072.71,Jane Smith
04-02-2025,23:23:00,Member,Beauty & Personal Care,198.87,1,198.87,Alice Johnson
04-02-2025,23:45:00,Member,Electronics,334.12,2,668.24,John Doe
04-02-2025,23:49:00,Member,Grocery,488.04,3,1464.12,Bob Williams
05-02-2025,00:19:00,Refund,Home & Kitchen,-225.94,5,-1129.7,Alice Johnson
05-02-2025,01:20:00,Premium,Electronics,418.5,4,1674.0,John Doe
05-02-2025,01:26:00,Normal,Home & Kitchen,210.6,4,842.4,Alice Johnson
05-02-2025,02:13:00,Premium,Home & Kitchen,470.05,2,940.1,Bob Williams
05-02-2025,02:21:00,Normal,Home & Kitchen,153.43,4,613.72,Bob Williams
05-02-2025,02:38:00,Member,Beauty & Personal Care,288.89,2,577.78,Jane Smith
05-02-2025,03:54:00,Refund,Home & Kitchen,-189.02,3,-567.06,Bob Williams
05-02-2025,04:39:00,Premium,Beauty & Personal Care,272.99,4,1091.96,Alice Johnson
05-02-2025,05:17:00,Refund,Home & Kitchen,-189.7,5,-948.5,Alice Johnson
05-02-2025,06:24:00,Refund,Beauty & Personal Care,-335.77,1,-335.77,Bob Williams
05-02-2025,06:38:00,Normal,Electronics,346.63,4,1386.52,Alice Johnson
05-02-2025,06:39:00,Member,Home & Kitchen,23.08,1,23.08,Bob Williams
05-02-2025,07:37:00,Refund,Home & Kitchen,-334.42,5,-1672.1,Alice Johnson
05-02-2025,07:42:00,Refund,Clothing,-318.99,3,-956.97,Bob Williams
05-02-2025,07:51:00,Premium,Grocery,144.3,3,432.9,John Doe
05-02-2025,08:43:00,Premium,Home & Kitchen,114.83,3,344.49,Bob Williams
05-02-2025,09:22:00,Refund,Electronics,-461.43,2,-922.86,Jane Smith
05-02-2025,10:04:00,Premium,Grocery,79.35,5,396.75,Jane Smith
05-02-2025,13:05:00,Premium,Beauty & Personal Care,427.25,3,1281.75,Jane Smith
05-02-2025,14:37:00,Refund,Clothing,-462.88,3,-1388.64,John Doe
05-02-2025,14:45:00,Refund,Clothing,-490.67,1,-490.67,Bob Williams
05-02-2025,16:29:00,Refund,Beauty & Personal Care,-490.82,3,-1472.46,Bob Williams
05-02-2025,16:51:00,Premium,Home & Kitchen,21.18,5,105.9,Bob Williams
05-02-2025,16:57:00,Normal,Clothing,344.3,4,1377.2,Bob Williams
05-02-2025,17:03:00,Member,Beauty & Personal Care,239.93,3,719.79,John Doe
05-02-2025,17:34:00,Member,Grocery,304.54,1,304.54,John Doe
05-02-2025,17:57:00,Premium,Clothing,230.82,2,461.64,Alice Johnson
05-02-2025,20:49:00,Normal,Home & Kitchen,96.9,4,387.6,Charlie Brown
05-02-2025,21:41:00,Refund,Clothing,-11.5,4,-46.0,Charlie Brown
05-02-2025,22:32:00,Refund,Electronics,-481.65,1,-481.65,John Doe
05-02-2025,22:57:00,Refund,Clothing,-358.67,3,-1076.01,Jane Smith
05-02-2025,23:11:00,Refund,Grocery,-366.73,4,-1466.92,Bob Williams
05-02-2025,23:50:00,Refund,Grocery,-371.24,4,-1484.96,Jane Smith
06-02-2025,00:12:00,Refund,Beauty & Personal Care,-90.21,4,-360.84,Charlie Brown
06-02-2025,00:35:00,Refund,Home & Kitchen,-172.85,2,-345.7,Bob Williams
06-02-2025,00:35:00,Refund,Beauty & Personal Care,-34.08,5,-170.4,John Doe
06-02-2025,00:37:00,Refund,Beauty & Personal Care,-336.25,4,-1345.0,Jane Smith
06-02-2025,01:48:00,Refund,Electronics,-38.33,2,-76.66,Jane Smith
06-02-2025,01:51:00,Premium,Beauty & Personal Care,251.37,5,1256.85,John Doe
06-02-2025,02:47:00,Normal,Electronics,434.29,2,868.58,Jane Smith
06-02-2025,02:56:00,Normal,Grocery,229.83,5,1149.15,Jane Smith
06-02-2025,05:14:00,Refund,Home & Kitchen,-448.15,5,-2240.75,Bob Williams
06-02-2025,06:03:00,Refund,Beauty & Personal Care,-288.0,3,-864.0,John Doe
06-02-2025,06:14:00,Refund,Home & Kitchen,-488.61,5,-2443.05,Charlie Brown
06-02-2025,06:50:00,Premium,Beauty & Personal Care,241.87,2,483.74,Jane Smith
06-02-2025,07:46:00,Refund,Electronics,-346.14,1,-346.14,Alice Johnson
06-02-2025,08:18:00,Refund,Beauty & Personal Care,-446.68,2,-893.36,Alice Johnson
06-02-2025,08:32:00,Member,Beauty & Personal Care,316.25,2,632.5,Alice Johnson
06-02-2025,08:58:00,Refund,Home & Kitchen,-125.27,2,-250.54,Charlie Brown
06-02-2025,13:23:00,Normal,Electronics,182.24,2,364.48,Bob Williams
06-02-2025,13:25:00,Refund,Clothing,-345.56,1,-345.56,Alice Johnson
06-02-2025,13:56:00,Refund,Home & Kitchen,-49.13,5,-245.65,John Doe
06-02-2025,14:15:00,Normal,Beauty & Personal Care,497.25,3,1491.75,Jane Smith
06-02-2025,14:17:00,Premium,Clothing,470.35,3,1411.05,Charlie Brown
06-02-2025,14:19:00,Normal,Beauty & Personal Care,238.83,5,1194.15,Jane Smith
06-02-2025,14:23:00,Member,Electronics,494.96,4,1979.84,Alice Johnson
06-02-2025,14:53:00,Normal,Grocery,162.0,3,486.0,Jane Smith
06-02-2025,14:59:00,Member,Grocery,441.49,2,882.98,Bob Williams
06-02-2025,15:18:00,Refund,Electronics,-227.58,3,-682.74,Jane Smith
06-02-2025,15:44:00,Normal,Clothing,189.51,4,758.04,Bob Williams
06-02-2025,16:34:00,Premium,Grocery,300.02,4,1200.08,Bob Williams
06-02-2025,16:45:00,Normal,Home & Kitchen,298.43,2,596.86,John Doe
06-02-2025,17:29:00,Refund,Home & Kitchen,-215.17,2,-430.34,Alice Johnson
06-02-2025,17:56:00,Premium,Electronics,322.26,5,1611.3,Charlie Brown
06-02-2025,18:18:00,Normal,Grocery,228.72,4,914.88,Jane Smith
06-02-2025,19:48:00,Member,Home & Kitchen,371.28,2,742.56,Jane Smith
06-02-2025,19:51:00,Premium,Home & Kitchen,452.35,3,1357.05,Charlie Brown
06-02-2025,20:39:00,Refund,Home & Kitchen,-116.52,5,-582.6,Bob Williams
06-02-2025,23:38:00,Refund,Grocery,-82.61,2,-165.22,John Doe
07-02-2025,00:23:00,Member,Electronics,366.35,4,1465.4,Charlie Brown
07-02-2025,00:40:00,Normal,Clothing,447.14,1,447.14,Bob Williams
07-02-2025,01:08:00,Refund,Home & Kitchen,-153.84,5,-769.2,John Doe
07-02-2025,01:40:00,Premium,Clothing,25.61,3,76.83,Jane Smith
07-02-2025,02:18:00,Refund,Clothing,-331.25,4,-1325.0,Jane Smith
07-02-2025,02:55:00,Refund,Electronics,-158.88,2,-317.76,Charlie Brown
07-02-2025,03:50:00,Refund,Electronics,-349.13,5,-1745.65,Jane Smith
07-02-2025,04:30:00,Refund,Beauty & Personal Care,-178.12,1,-178.12,Alice Johnson
07-02-2025,04:43:00,Refund,Home & Kitchen,-239.58,3,-718.74,John Doe
07-02-2025,05:01:00,Normal,Home & Kitchen,338.21,3,1014.63,Jane Smith
07-02-2025,05:11:00,Refund,Clothing,-223.17,2,-446.34,Charlie Brown
07-02-2025,05:25:00,Premium,Home & Kitchen,150.56,3,451.68,Alice Johnson
07-02-2025,05:54:00,Refund,Beauty & Personal Care,-82.55,3,-247.65,Alice Johnson
07-02-2025,06:32:00,Member,Clothing,54.91,4,219.64,Bob Williams
07-02-2025,07:43:00,Refund,Clothing,-364.3,1,-364.3,Alice Johnson
07-02-2025,07:55:00,Normal,Beauty & Personal Care,253.44,1,253.44,Bob Williams
07-02-2025,08:00:00,Normal,Home & Kitchen,182.2,2,364.4,Jane Smith
07-02-2025,08:35:00,Refund,Grocery,-454.36,3,-1363.08,Alice Johnson
07-02-2025,08:39:00,Refund,Electronics,-117.15,1,-117.15,Bob Williams
07-02-2025,09:09:00,Refund,Grocery,-204.87,1,-204.87,Alice Johnson
07-02-2025,09:09:00,Member,Electronics,158.53,1,158.53,Charlie Brown
07-02-2025,09:13:00,Premium,Grocery,376.62,2,753.24,Alice Johnson
07-02-2025,11:13:00,Refund,Electronics,-62.87,5,-314.35,Jane Smith
07-02-2025,11:19:00,Refund,Beauty & Personal Care,-107.84,5,-539.2,Charlie Brown
07-02-2025,12:03:00,Refund,Grocery,-126.76,5,-633.8,Bob Williams
07-02-2025,12:29:00,Member,Grocery,139.11,1,139.11,Bob Williams
07-02-2025,12:43:00,Refund,Clothing,-172.86,2,-345.72,Jane Smith
07-02-2025,12:57:00,Refund,Electronics,-337.37,2,-674.74,John Doe
07-02-2025,13:17:00,Refund,Home & Kitchen,-370.89,5,-1854.45,Jane Smith
07-02-2025,15:09:00,Refund,Clothing,-210.96,3,-632.88,Charlie Brown
07-02-2025,15:15:00,Premium,Clothing,198.7,5,993.5,Alice Johnson
07-02-2025,15:49:00,Member,Electronics,425.1,3,1275.3,Jane Smith
07-02-2025,15:59:00,Premium,Electronics,472.78,3,1418.34,Alice Johnson
07-02-2025,17:01:00,Refund,Grocery,-158.61,2,-317.22,John Doe
07-02-2025,17:06:00,Normal,Clothing,483.32,5,2416.6,Bob Williams
07-02-2025,17:08:00,Premium,Grocery,155.04,3,465.12,Jane Smith
07-02-2025,17:21:00,Refund,Beauty & Personal Care,-105.45,3,-316.35,Charlie Brown
07-02-2025,18:56:00,Premium,Electronics,425.72,5,2128.6,Jane Smith
07-02-2025,19:03:00,Refund,Clothing,-296.08,4,-1184.32,Jane Smith
07-02-2025,20:56:00,Refund,Clothing,-295.7,4,-1182.8,Charlie Brown
07-02-2025,21:16:00,Member,Beauty & Personal Care,408.83,3,1226.49,Jane Smith
07-02-2025,21:17:00,Member,Grocery,198.69,1,198.69,Alice Johnson
07-02-2025,21:39:00,Normal,Clothing,191.31,4,765.24,Alice Johnson
07-02-2025,22:09:00,Member,Clothing,292.02,1,292.02,John Doe
08-02-2025,00:54:00,Refund,Home & Kitchen,-105.02,3,-315.06,Alice Johnson
08-02-2025,01:36:00,Refund,Beauty & Personal Care,-456.6,4,-1826.4,Jane Smith
08-02-2025,01:40:00,Premium,Home & Kitchen,149.44,5,747.2,John Doe
08-02-2025,02:17:00,Premium,Beauty & Personal Care,335.29,5,1676.45,John Doe
08-02-2025,02:20:00,Refund,Electronics,-427.02,1,-427.02,Bob Williams
08-02-2025,02:29:00,Premium,Clothing,382.1,1,382.1,Charlie Brown
08-02-2025,02:36:00,Refund,Beauty & Personal Care,-372.29,5,-1861.45,Jane Smith
08-02-2025,02:39:00,Member,Clothing,247.5,5,1237.5,John Doe
08-02-2025,02:56:00,Premium,Electronics,490.99,5,2454.95,John Doe
08-02-2025,04:27:00,Refund,Grocery,-225.04,4,-900.16,Bob Williams
08-02-2025,05:19:00,Refund,Beauty & Personal Care,-435.84,4,-1743.36,Charlie Brown
08-02-2025,06:01:00,Premium,Electronics,412.27,3,1236.81,Jane Smith
08-02-2025,06:07:00,Normal,Electronics,223.48,5,1117.4,John Doe
08-02-2025,06:25:00,Refund,Clothing,-421.24,5,-2106.2,Alice Johnson
08-02-2025,06:54:00,Normal,Grocery,441.59,5,2207.95,John Doe
08-02-2025,07:03:00,Refund,Grocery,-387.46,1,-387.46,Charlie Brown
08-02-2025,08:15:00,Normal,Home & Kitchen,271.23,1,271.23,John Doe
08-02-2025,08:33:00,Premium,Clothing,92.36,2,184.72,Alice Johnson
08-02-2025,08:52:00,Normal,Beauty & Personal Care,339.43,3,1018.29,Alice Johnson
08-02-2025,10:07:00,Premium,Clothing,256.33,5,1281.65,Bob Williams
08-02-2025,11:52:00,Member,Electronics,141.68,4,566.72,Bob Williams
08-02-2025,13:03:00,Refund,Beauty & Personal Care,-145.42,4,-581.68,Charlie Brown
08-02-2025,14:30:00,Normal,Clothing,455.63,5,2278.15,Bob Williams
08-02-2025,14:48:00,Refund,Beauty & Personal Care,-70.9,1,-70.9,Jane Smith
08-02-2025,15:34:00,Normal,Clothing,119.67,2,239.34,Charlie Brown
08-02-2025,16:08:00,Premium,Grocery,186.99,3,560.97,Bob Williams
08-02-2025,16:08:00,Premium,Electronics,338.89,1,338.89,Bob Williams
08-02-2025,18:24:00,Refund,Clothing,-67.66,1,-67.66,Charlie Brown
08-02-2025,18:35:00,Refund,Clothing,-151.46,2,-302.92,Alice Johnson
08-02-2025,19:14:00,Refund,Home & Kitchen,-453.19,5,-2265.95,Charlie Brown
08-02-2025,19:15:00,Normal,Clothing,444.08,5,2220.4,Charlie Brown
08-02-2025,19:19:00,Premium,Grocery,403.99,1,403.99,Bob Williams
08-02-2025,21:02:00,Refund,Beauty & Personal Care,-13.09,3,-39.27,Alice Johnson
08-02-2025,21:29:00,Premium,Electronics,343.16,5,1715.8,Bob Williams
08-02-2025,22:07:00,Normal,Grocery,450.77,4,1803.08,Bob Williams
08-02-2025,22:37:00,Normal,Home & Kitchen,322.68,4,1290.72,Bob Williams
08-02-2025,22:51:00,Member,Home & Kitchen,444.56,1,444.56,John Doe
08-02-2025,23:28:00,Refund,Beauty & Personal Care,-208.05,2,-416.1,Jane Smith
09-02-2025,00:17:00,Normal,Home & Kitchen,411.43,2,822.86,Charlie Brown
09-02-2025,00:25:00,Refund,Grocery,-441.35,4,-1765.4,John Doe
09-02-2025,01:03:00,Refund,Electronics,-217.25,5,-1086.25,Jane Smith
09-02-2025,01:35:00,Premium,Beauty & Personal Care,68.58,2,137.16,Alice Johnson
09-02-2025,03:01:00,Premium,Clothing,256.16,2,512.32,Jane Smith
09-02-2025,05:59:00,Premium,Home & Kitchen,242.85,2,485.7,Alice Johnson
09-02-2025,06:08:00,Member,Clothing,269.17,3,807.51,Alice Johnson
09-02-2025,06:10:00,Premium,Electronics,227.61,5,1138.05,Bob Williams
09-02-2025,06:30:00,Premium,Clothing,362.83,3,1088.49,Jane Smith
09-02-2025,06:39:00,Premium,Grocery,435.21,1,435.21,John Doe
09-02-2025,07:36:00,Refund,Beauty & Personal Care,-327.95,1,-327.95,Jane Smith
09-02-2025,07:52:00,Refund,Home & Kitchen,-356.99,5,-1784.95,John Doe
09-02-2025,08:17:00,Normal,Electronics,98.07,1,98.07,Charlie Brown
09-02-2025,08:51:00,Refund,Home & Kitchen,-257.54,1,-257.54,Alice Johnson
09-02-2025,09:30:00,Refund,Grocery,-352.87,5,-1764.35,Bob Williams
09-02-2025,11:04:00,Normal,Beauty & Personal Care,132.47,3,397.41,John Doe
09-02-2025,11:06:00,Refund,Clothing,-42.75,4,-171.0,Charlie Brown
09-02-2025,11:08:00,Premium,Clothing,16.86,1,16.86,Jane Smith
09-02-2025,12:20:00,Refund,Electronics,-412.71,4,-1650.84,Bob Williams
09-02-2025,12:39:00,Member,Grocery,270.87,4,1083.48,Bob Williams
09-02-2025,12:48:00,Refund,Beauty & Personal Care,-428.82,1,-428.82,Jane Smith
09-02-2025,13:33:00,Refund,Electronics,-81.78,1,-81.78,Bob Williams
09-02-2025,14:29:00,Refund,Electronics,-410.39,3,-1231.17,Jane Smith
09-02-2025,14:40:00,Member,Electronics,152.09,4,608.36,Jane Smith
09-02-2025,14:53:00,Member,Electronics,130.46,3,391.38,Bob Williams
09-02-2025,15:19:00,Premium,Clothing,323.79,1,323.79,Alice Johnson
09-02-2025,16:55:00,Refund,Electronics,-149.43,1,-149.43,Alice Johnson
09-02-2025,17:41:00,Normal,Grocery,254.29,2,508.58,Alice Johnson
09-02-2025,17:43:00,Refund,Grocery,-372.86,5,-1864.3,John Doe
09-02-2025,17:50:00,Refund,Home & Kitchen,-487.07,1,-487.07,Bob Williams
09-02-2025,18:08:00,Refund,Beauty & Personal Care,-301.04,5,-1505.2,Alice Johnson
09-02-2025,18:12:00,Premium,Clothing,366.03,3,1098.09,Jane Smith
09-02-2025,18:23:00,Refund,Beauty & Personal Care,-28.39,5,-141.95,Alice Johnson
09-02-2025,18:26:00,Member,Beauty & Personal Care,314.64,2,629.28,Jane Smith
09-02-2025,18:39:00,Normal,Grocery,414.94,5,2074.7,Alice Johnson
09-02-2025,19:15:00,Refund,Electronics,-135.36,2,-270.72,Jane Smith
09-02-2025,19:22:00,Refund,Grocery,-365.32,5,-1826.6,Charlie Brown
09-02-2025,19:31:00,Normal,Grocery,141.31,2,282.62,Bob Williams
09-02-2025,19:41:00,Refund,Clothing,-402.11,3,-1206.33,Alice Johnson
09-02-2025,19:52:00,Member,Home & Kitchen,184.17,2,368.34,Charlie Brown
