Date,Time,CustomerType,ProductCategory,UnitPrice,Quantity,Total,FullName
18-03-2026 02:47,02:47:40,Premium,Home & Kitchen,145.09,1,145.09,Neha Joshi
18-03-2026 03:22,03:22:54,Premium,Electronics,172.42,1,172.42,Aditya Kumar
18-03-2026 03:23,03:23:37,Regular,Clothing,34.29,2,68.58,Vikram Patel
18-03-2026 03:33,03:33:37,Premium,Grocery,29.17,2,58.34,Priya Iyer
18-03-2026 03:36,03:36:45,Premium,Electronics,873.14,5,4365.7,Priya Iyer
18-03-2026 03:44,03:44:07,Member,Home & Kitchen,178.72,2,357.44,Arjun Verma
18-03-2026 04:08,04:08:38,Regular,Electronics,908.07,3,2724.21,Aditya Kumar
18-03-2026 04:20,04:20:17,Member,Beauty,62.88,4,251.52,Vikram Patel
18-03-2026 04:36,04:36:16,Regular,Beauty,40.17,3,120.51,Priya Iyer
18-03-2026 04:37,04:37:42,Member,Home & Kitchen,36.25,5,181.25,Sneha Gupta
18-03-2026 04:40,04:40:11,Member,Home & Kitchen,63.85,1,63.85,Sneha Gupta
18-03-2026 04:45,04:45:18,Regular,Beauty,63.13,2,126.26,Kavita Reddy
18-03-2026 04:54,04:54:34,Regular,Grocery,44.83,3,134.49,Aditya Kumar
18-03-2026 05:05,05:05:17,Regular,Home & Kitchen,232.61,2,465.22,Rohan Desai
18-03-2026 05:11,05:11:28,Member,Clothing,85.85,5,429.25,Kavita Reddy
18-03-2026 05:34,05:34:00,Regular,Electronics,182.89,4,731.56,Arjun Verma
18-03-2026 06:05,06:05:31,Member,Electronics,843.74,4,3374.96,Ananya Singh
18-03-2026 06:05,06:05:57,Regular,Home & Kitchen,44.91,5,224.55,Aditya Kumar
18-03-2026 06:07,06:07:12,Member,Clothing,70.1,4,280.4,Aditya Kumar
18-03-2026 06:25,06:25:22,Regular,Grocery,28.66,5,143.3,Sneha Gupta
18-03-2026 06:50,06:50:43,Member,Beauty,86.0,4,344.0,Arjun Verma
18-03-2026 06:53,06:53:02,Regular,Beauty,49.9,5,249.5,Aditya Kumar
18-03-2026 07:06,07:06:56,Premium,Clothing,100.15,2,200.3,Aditya Kumar
18-03-2026 07:19,07:19:20,Member,Beauty,19.91,5,99.55,Neha Joshi
18-03-2026 07:22,07:22:15,Member,Grocery,48.45,1,48.45,Arjun Verma
18-03-2026 07:31,07:31:43,Regular,Clothing,29.08,3,87.24,Aditya Kumar
18-03-2026 07:42,07:42:47,Member,Home & Kitchen,275.2,4,1100.8,Priya Iyer
18-03-2026 07:44,07:44:57,Member,Beauty,92.7,4,370.8,Kavita Reddy
18-03-2026 07:53,07:53:18,Premium,Home & Kitchen,108.85,2,217.7,Priya Iyer
18-03-2026 08:08,08:08:18,Regular,Grocery,48.01,1,48.01,Aditya Kumar
18-03-2026 08:09,08:09:22,Premium,Beauty,27.98,3,83.94,Neha Joshi
18-03-2026 08:11,08:11:29,Regular,Clothing,80.67,2,161.34,Aditya Kumar
18-03-2026 08:13,08:13:53,Premium,Clothing,128.2,5,641.0,Priya Iyer
18-03-2026 08:19,08:19:47,Regular,Clothing,74.46,1,74.46,Kavita Reddy
18-03-2026 08:38,08:38:41,Premium,Clothing,70.49,3,211.47,Aditya Kumar
18-03-2026 08:39,08:39:37,Regular,Beauty,42.78,4,171.12,Ananya Singh
18-03-2026 08:40,08:40:45,Regular,Electronics,867.69,5,4338.45,Neha Joshi
18-03-2026 08:51,08:51:23,Regular,Beauty,51.26,3,153.78,Arjun Verma
18-03-2026 08:55,08:55:50,Premium,Clothing,62.84,1,62.84,Kavita Reddy
18-03-2026 09:08,09:08:29,Premium,Home & Kitchen,101.37,3,304.11,Kavita Reddy
18-03-2026 09:10,09:10:02,Member,Clothing,60.55,3,181.65,Sneha Gupta
18-03-2026 09:20,09:20:00,Member,Beauty,84.72,5,423.6,Kavita Reddy
18-03-2026 09:23,09:23:34,Regular,Beauty,50.2,5,251.0,Ananya Singh
18-03-2026 09:24,09:24:40,Regular,Grocery,29.86,3,89.58,Rohan Desai
18-03-2026 09:26,09:26:01,Regular,Electronics,495.99,4,1983.96,Vikram Patel
18-03-2026 09:32,09:32:28,Premium,Beauty,30.39,4,121.56,Neha Joshi
18-03-2026 09:36,09:36:41,Member,Home & Kitchen,73.73,5,368.65,Rohan Desai
18-03-2026 09:39,09:39:21,Premium,Beauty,33.29,5,166.45,Aditya Kumar
18-03-2026 09:43,09:43:01,Regular,Beauty,53.66,1,53.66,Aditya Kumar
18-03-2026 09:44,09:44:31,Member,Grocery,39.17,4,156.68,Sneha Gupta
18-03-2026 09:45,09:45:38,Premium,Beauty,22.06,1,22.06,Rahul Sharma
18-03-2026 09:47,09:47:29,Premium,Electronics,319.32,4,1277.28,Aditya Kumar
18-03-2026 09:49,09:49:56,Premium,Clothing,77.09,3,231.27,Sneha Gupta
18-03-2026 09:55,09:55:27,Premium,Beauty,32.97,5,164.85,Sneha Gupta
18-03-2026 10:04,10:04:12,Premium,Grocery,46.07,2,92.14,Ananya Singh
18-03-2026 10:04,10:04:51,Member,Grocery,10.22,2,20.44,Neha Joshi
18-03-2026 10:19,10:19:30,Premium,Grocery,9.65,4,38.6,Rahul Sharma
18-03-2026 10:22,10:22:03,Regular,Beauty,80.9,2,161.8,Neha Joshi
18-03-2026 10:29,10:29:02,Member,Electronics,193.59,1,193.59,Priya Iyer
18-03-2026 10:32,10:32:04,Member,Home & Kitchen,81.9,2,163.8,Kavita Reddy
18-03-2026 10:34,10:34:27,Premium,Clothing,126.49,3,379.47,Sneha Gupta
18-03-2026 11:08,11:08:53,Member,Grocery,26.37,5,131.85,Neha Joshi
18-03-2026 11:12,11:12:58,Member,Electronics,944.73,1,944.73,Arjun Verma
18-03-2026 11:12,11:12:51,Member,Beauty,29.68,5,148.4,Rohan Desai
18-03-2026 11:43,11:43:05,Regular,Home & Kitchen,255.12,5,1275.6,Rahul Sharma
18-03-2026 11:45,11:45:23,Premium,Clothing,100.36,2,200.72,Sneha Gupta
18-03-2026 11:49,11:49:04,Regular,Electronics,786.76,1,786.76,Ananya Singh
18-03-2026 11:55,11:55:09,Premium,Beauty,37.79,1,37.79,Arjun Verma
18-03-2026 12:09,12:09:52,Regular,Home & Kitchen,261.13,1,261.13,Arjun Verma
18-03-2026 12:27,12:27:51,Premium,Clothing,64.11,3,192.33,Arjun Verma
18-03-2026 12:41,12:41:41,Regular,Beauty,51.79,2,103.58,Sneha Gupta
18-03-2026 12:45,12:45:16,Regular,Electronics,110.83,2,221.66,Priya Iyer
18-03-2026 12:51,12:51:53,Regular,Electronics,137.21,3,411.63,Kavita Reddy
18-03-2026 13:00,13:00:37,Premium,Clothing,85.81,4,343.24,Kavita Reddy
18-03-2026 13:09,13:09:59,Premium,Beauty,51.35,4,205.4,Sneha Gupta
18-03-2026 13:15,13:15:35,Premium,Home & Kitchen,252.37,2,504.74,Rahul Sharma
18-03-2026 13:30,13:30:29,Premium,Electronics,550.25,2,1100.5,Rohan Desai
18-03-2026 13:44,13:44:39,Premium,Beauty,37.46,4,149.84,Arjun Verma
18-03-2026 13:53,13:53:03,Regular,Grocery,36.54,4,146.16,Vikram Patel
18-03-2026 13:55,13:55:01,Premium,Clothing,73.56,1,73.56,Ananya Singh
18-03-2026 14:19,14:19:28,Member,Home & Kitchen,210.34,4,841.36,Vikram Patel
18-03-2026 14:36,14:36:53,Member,Electronics,388.48,3,1165.44,Ananya Singh
18-03-2026 14:40,14:40:12,Regular,Home & Kitchen,159.11,5,795.55,Rahul Sharma
18-03-2026 14:41,14:41:30,Regular,Electronics,279.17,5,1395.85,Arjun Verma
18-03-2026 14:53,14:53:00,Regular,Home & Kitchen,151.05,1,151.05,Neha Joshi
18-03-2026 14:58,14:58:48,Premium,Grocery,25.15,2,50.3,Rahul Sharma
18-03-2026 15:01,15:01:39,Member,Grocery,44.32,3,132.96,Rahul Sharma
18-03-2026 15:05,15:05:22,Premium,Beauty,85.15,5,425.75,Arjun Verma
18-03-2026 15:15,15:15:04,Regular,Home & Kitchen,192.54,3,577.62,Rahul Sharma
18-03-2026 15:16,15:16:57,Member,Clothing,56.91,1,56.91,Ananya Singh
18-03-2026 15:21,15:21:05,Premium,Home & Kitchen,31.53,2,63.06,Neha Joshi
18-03-2026 15:41,15:41:13,Regular,Clothing,23.02,5,115.1,Priya Iyer
18-03-2026 15:59,15:59:06,Premium,Beauty,99.47,2,198.94,Rahul Sharma
18-03-2026 16:11,16:11:06,Member,Clothing,95.59,3,286.77,Arjun Verma
18-03-2026 16:15,16:15:28,Regular,Electronics,574.57,1,574.57,Kavita Reddy
18-03-2026 16:19,16:19:27,Regular,Home & Kitchen,260.36,1,260.36,Aditya Kumar
18-03-2026 16:20,16:20:23,Member,Home & Kitchen,67.49,5,337.45,Vikram Patel
18-03-2026 16:31,16:31:05,Premium,Grocery,47.29,2,94.58,Kavita Reddy
18-03-2026 16:41,16:41:37,Premium,Home & Kitchen,289.14,3,867.42,Ananya Singh
18-03-2026 16:48,16:48:06,Regular,Clothing,108.45,5,542.25,Ananya Singh
18-03-2026 16:52,16:52:04,Premium,Clothing,128.84,2,257.68,Neha Joshi
18-03-2026 16:57,16:57:12,Regular,Grocery,19.57,2,39.14,Rahul Sharma
18-03-2026 16:58,16:58:23,Regular,Home & Kitchen,73.56,4,294.24,Aditya Kumar
18-03-2026 17:01,17:01:30,Regular,Grocery,18.21,5,91.05,Ananya Singh
18-03-2026 17:02,17:02:46,Premium,Grocery,29.58,5,147.9,Neha Joshi
18-03-2026 17:07,17:07:13,Premium,Clothing,20.88,2,41.76,Vikram Patel
18-03-2026 17:11,17:11:41,Regular,Electronics,519.96,4,2079.84,Ananya Singh
18-03-2026 17:38,17:38:03,Regular,Grocery,19.73,3,59.19,Ananya Singh
18-03-2026 17:52,17:52:36,Member,Home & Kitchen,138.48,3,415.44,Ananya Singh
18-03-2026 18:03,18:03:56,Regular,Electronics,509.6,2,1019.2,Neha Joshi
18-03-2026 18:07,18:07:36,Member,Clothing,51.17,1,51.17,Priya Iyer
18-03-2026 18:20,18:20:13,Regular,Electronics,137.25,2,274.5,Arjun Verma
18-03-2026 18:38,18:38:04,Regular,Grocery,12.83,3,38.49,Neha Joshi
18-03-2026 18:53,18:53:38,Regular,Beauty,41.01,1,41.01,Vikram Patel
18-03-2026 18:54,18:54:59,Premium,Clothing,25.36,1,25.36,Rohan Desai
18-03-2026 18:55,18:55:00,Premium,Grocery,34.06,4,136.24,Rohan Desai
18-03-2026 19:01,19:01:46,Regular,Beauty,30.79,2,61.58,Arjun Verma
18-03-2026 19:07,19:07:04,Regular,Beauty,69.14,1,69.14,Kavita Reddy
18-03-2026 19:11,19:11:58,Premium,Home & Kitchen,238.86,3,716.58,Aditya Kumar
18-03-2026 19:27,19:27:51,Regular,Home & Kitchen,61.6,4,246.4,Aditya Kumar
18-03-2026 19:31,19:31:22,Premium,Home & Kitchen,157.95,4,631.8,Arjun Verma
18-03-2026 19:33,19:33:43,Regular,Grocery,38.03,2,76.06,Ananya Singh
18-03-2026 19:35,19:35:11,Premium,Grocery,47.51,5,237.55,Kavita Reddy
18-03-2026 19:37,19:37:22,Regular,Electronics,689.17,5,3445.85,Neha Joshi
18-03-2026 19:37,19:37:10,Premium,Clothing,139.39,3,418.17,Ananya Singh
18-03-2026 20:15,20:15:33,Member,Electronics,467.79,1,467.79,Priya Iyer
18-03-2026 20:28,20:28:40,Member,Clothing,113.92,5,569.6,Vikram Patel
18-03-2026 20:29,20:29:15,Premium,Electronics,784.77,4,3139.08,Neha Joshi
18-03-2026 20:32,20:32:41,Regular,Clothing,64.19,5,320.95,Neha Joshi
18-03-2026 20:34,20:34:15,Member,Clothing,148.81,3,446.43,Kavita Reddy
18-03-2026 20:41,20:41:47,Regular,Clothing,62.7,2,125.4,Aditya Kumar
18-03-2026 20:55,20:55:43,Premium,Beauty,51.22,5,256.1,Ananya Singh
18-03-2026 21:01,21:01:22,Regular,Grocery,30.33,5,151.65,Sneha Gupta
18-03-2026 21:03,21:03:56,Member,Beauty,44.05,3,132.15,Rohan Desai
18-03-2026 21:03,21:03:34,Member,Home & Kitchen,78.94,4,315.76,Aditya Kumar
18-03-2026 21:20,21:20:41,Regular,Clothing,91.5,3,274.5,Priya Iyer
18-03-2026 21:22,21:22:54,Regular,Electronics,165.28,2,330.56,Arjun Verma
18-03-2026 21:24,21:24:07,Regular,Grocery,49.21,5,246.05,Arjun Verma
18-03-2026 21:25,21:25:15,Member,Clothing,111.96,4,447.84,Kavita Reddy
18-03-2026 21:35,21:35:01,Regular,Grocery,10.3,1,10.3,Arjun Verma
18-03-2026 21:38,21:38:18,Regular,Beauty,21.1,3,63.3,Ananya Singh
18-03-2026 21:39,21:39:34,Premium,Grocery,34.52,4,138.08,Aditya Kumar
18-03-2026 21:53,21:53:58,Member,Clothing,148.07,3,444.21,Neha Joshi
18-03-2026 22:03,22:03:45,Regular,Electronics,220.19,3,660.57,Rohan Desai
18-03-2026 22:12,22:12:39,Regular,Home & Kitchen,70.59,2,141.18,Rohan Desai
18-03-2026 22:15,22:15:06,Member,Home & Kitchen,181.52,2,363.04,Priya Iyer
18-03-2026 22:20,22:20:50,Member,Clothing,66.42,3,199.26,Priya Iyer
18-03-2026 22:48,22:48:41,Member,Home & Kitchen,164.89,4,659.56,Ananya Singh
18-03-2026 22:50,22:50:57,Regular,Grocery,15.71,5,78.55,Sneha Gupta
18-03-2026 23:03,23:03:45,Premium,Beauty,35.75,2,71.5,Arjun Verma
18-03-2026 23:10,23:10:49,Member,Electronics,282.73,3,848.19,Kavita Reddy
18-03-2026 23:10,23:10:53,Regular,Grocery,18.83,5,94.15,Sneha Gupta
18-03-2026 23:34,23:34:10,Member,Electronics,878.39,2,1756.78,Rahul Sharma
18-03-2026 23:35,23:35:30,Premium,Grocery,17.17,5,85.85,Sneha Gupta
18-03-2026 23:52,23:52:54,Member,Grocery,38.18,1,38.18,Ananya Singh
19-03-2026 00:01,00:01:18,Premium,Electronics,906.02,4,3624.08,Sneha Gupta
19-03-2026 00:10,00:10:12,Regular,Beauty,42.59,2,85.18,Arjun Verma
19-03-2026 00:32,00:32:19,Premium,Clothing,90.1,2,180.2,Arjun Verma
19-03-2026 01:00,01:00:08,Member,Clothing,42.87,3,128.61,Vikram Patel
19-03-2026 01:11,01:11:30,Regular,Beauty,41.16,5,205.8,Vikram Patel
19-03-2026 01:15,01:15:36,Member,Grocery,37.92,5,189.6,Priya Iyer
19-03-2026 01:17,01:17:36,Member,Beauty,64.8,1,64.8,Neha Joshi
19-03-2026 01:20,01:20:43,Member,Clothing,125.13,2,250.26,Arjun Verma
19-03-2026 01:29,01:29:44,Premium,Beauty,57.42,1,57.42,Priya Iyer
19-03-2026 01:31,01:31:00,Regular,Beauty,51.5,1,51.5,Rohan Desai
19-03-2026 01:39,01:39:34,Premium,Beauty,10.03,1,10.03,Priya Iyer
19-03-2026 01:46,01:46:38,Premium,Beauty,27.56,3,82.68,Rahul Sharma
19-03-2026 01:51,01:51:32,Member,Beauty,75.77,1,75.77,Arjun Verma
19-03-2026 02:13,02:13:05,Member,Clothing,81.2,4,324.8,Vikram Patel
19-03-2026 02:22,02:22:46,Regular,Beauty,46.54,5,232.7,Rohan Desai
19-03-2026 02:24,02:24:57,Premium,Grocery,34.54,5,172.7,Kavita Reddy
19-03-2026 02:34,02:34:41,Regular,Electronics,469.33,2,938.66,Kavita Reddy
19-03-2026 02:35,02:35:17,Premium,Clothing,80.86,5,404.3,Neha Joshi
19-03-2026 02:43,02:43:39,Premium,Beauty,60.85,3,182.55,Kavita Reddy
19-03-2026 02:49,02:49:39,Regular,Grocery,27.87,4,111.48,Kavita Reddy
19-03-2026 02:58,02:58:32,Member,Electronics,179.1,4,716.4,Vikram Patel
19-03-2026 03:09,03:09:48,Member,Clothing,146.67,2,293.34,Ananya Singh
19-03-2026 03:27,03:27:16,Regular,Home & Kitchen,199.03,1,199.03,Aditya Kumar
19-03-2026 03:34,03:34:57,Premium,Beauty,25.82,4,103.28,Priya Iyer
19-03-2026 03:38,03:38:49,Member,Home & Kitchen,120.02,5,600.1,Vikram Patel
19-03-2026 04:05,04:05:43,Member,Electronics,791.71,5,3958.55,Aditya Kumar
19-03-2026 04:17,04:17:12,Premium,Beauty,70.16,4,280.64,Kavita Reddy
19-03-2026 04:26,04:26:09,Member,Clothing,23.1,5,115.5,Kavita Reddy
19-03-2026 04:37,04:37:32,Member,Clothing,102.16,1,102.16,Neha Joshi
19-03-2026 04:39,04:39:21,Regular,Clothing,71.39,3,214.17,Aditya Kumar
19-03-2026 04:43,04:43:22,Premium,Grocery,11.82,5,59.1,Arjun Verma
19-03-2026 04:48,04:48:42,Premium,Clothing,101.96,2,203.92,Rahul Sharma
19-03-2026 04:48,04:48:47,Regular,Clothing,125.86,3,377.58,Rohan Desai
19-03-2026 04:57,04:57:27,Premium,Beauty,40.69,5,203.45,Sneha Gupta
19-03-2026 05:17,05:17:50,Member,Beauty,98.33,3,294.99,Vikram Patel
19-03-2026 05:30,05:30:43,Regular,Clothing,23.51,4,94.04,Rohan Desai
19-03-2026 05:34,05:34:42,Member,Home & Kitchen,95.72,4,382.88,Rohan Desai
19-03-2026 05:36,05:36:49,Member,Beauty,94.9,3,284.7,Arjun Verma
19-03-2026 05:39,05:39:05,Regular,Grocery,38.95,5,194.75,Rahul Sharma
19-03-2026 05:47,05:47:38,Premium,Beauty,86.97,1,86.97,Rahul Sharma
19-03-2026 06:00,06:00:27,Regular,Grocery,14.61,1,14.61,Rahul Sharma
19-03-2026 06:22,06:22:48,Member,Grocery,40.62,1,40.62,Rohan Desai
19-03-2026 06:34,06:34:52,Premium,Home & Kitchen,257.43,4,1029.72,Vikram Patel
19-03-2026 06:34,06:34:22,Member,Grocery,17.8,3,53.4,Arjun Verma
19-03-2026 06:59,06:59:16,Premium,Electronics,968.28,1,968.28,Aditya Kumar
19-03-2026 07:09,07:09:56,Premium,Beauty,44.03,2,88.06,Priya Iyer
19-03-2026 07:12,07:12:46,Regular,Grocery,11.83,1,11.83,Priya Iyer
19-03-2026 07:22,07:22:14,Member,Electronics,438.17,1,438.17,Neha Joshi
19-03-2026 07:25,07:25:15,Premium,Clothing,105.86,2,211.72,Priya Iyer
19-03-2026 07:46,07:46:58,Regular,Grocery,42.83,1,42.83,Arjun Verma
19-03-2026 07:53,07:53:21,Regular,Beauty,87.93,5,439.65,Vikram Patel
19-03-2026 07:54,07:54:29,Member,Electronics,473.23,3,1419.69,Aditya Kumar
19-03-2026 07:56,07:56:38,Regular,Electronics,739.78,4,2959.12,Neha Joshi
19-03-2026 08:31,08:31:53,Member,Electronics,153.07,4,612.28,Aditya Kumar
19-03-2026 08:33,08:33:15,Member,Grocery,37.81,3,113.43,Vikram Patel
19-03-2026 08:48,08:48:46,Regular,Grocery,21.77,2,43.54,Sneha Gupta
19-03-2026 08:52,08:52:33,Regular,Electronics,181.41,2,362.82,Sneha Gupta
19-03-2026 08:54,08:54:02,Member,Electronics,486.77,1,486.77,Sneha Gupta
19-03-2026 08:58,08:58:39,Regular,Clothing,144.26,2,288.52,Sneha Gupta
19-03-2026 09:03,09:03:18,Regular,Electronics,728.34,1,728.34,Vikram Patel
19-03-2026 09:20,09:20:02,Regular,Clothing,25.29,5,126.45,Vikram Patel
19-03-2026 09:21,09:21:50,Member,Beauty,39.81,5,199.05,Rohan Desai
19-03-2026 09:25,09:25:29,Premium,Electronics,470.44,5,2352.2,Sneha Gupta
19-03-2026 09:41,09:41:42,Regular,Clothing,113.48,2,226.96,Priya Iyer
19-03-2026 09:53,09:53:21,Member,Electronics,253.19,1,253.19,Aditya Kumar
19-03-2026 10:06,10:06:47,Member,Home & Kitchen,232.19,5,1160.95,Neha Joshi
19-03-2026 10:07,10:07:45,Premium,Clothing,132.23,5,661.15,Vikram Patel
19-03-2026 10:26,10:26:42,Premium,Electronics,916.32,5,4581.6,Arjun Verma
19-03-2026 10:27,10:27:17,Premium,Beauty,50.97,2,101.94,Priya Iyer
19-03-2026 11:04,11:04:02,Regular,Electronics,398.3,5,1991.5,Kavita Reddy
19-03-2026 11:30,11:30:58,Premium,Electronics,842.99,3,2528.97,Rohan Desai
19-03-2026 11:31,11:31:21,Premium,Electronics,956.92,5,4784.6,Priya Iyer
19-03-2026 11:33,11:33:43,Premium,Home & Kitchen,260.33,5,1301.65,Rahul Sharma
19-03-2026 11:44,11:44:24,Member,Beauty,45.99,2,91.98,Sneha Gupta
19-03-2026 12:08,12:08:21,Premium,Home & Kitchen,258.35,2,516.7,Arjun Verma
19-03-2026 12:14,12:14:47,Regular,Beauty,79.79,5,398.95,Ananya Singh
19-03-2026 12:29,12:29:56,Regular,Grocery,18.43,4,73.72,Kavita Reddy
19-03-2026 12:41,12:41:00,Regular,Electronics,797.99,4,3191.96,Kavita Reddy
19-03-2026 12:50,12:50:37,Member,Grocery,5.46,1,5.46,Vikram Patel
19-03-2026 13:02,13:02:07,Member,Grocery,31.69,1,31.69,Arjun Verma
19-03-2026 13:10,13:10:20,Regular,Grocery,36.57,3,109.71,Sneha Gupta
19-03-2026 13:13,13:13:57,Member,Beauty,75.98,5,379.9,Rohan Desai
19-03-2026 13:18,13:18:37,Regular,Home & Kitchen,268.81,4,1075.24,Priya Iyer
19-03-2026 13:21,13:21:11,Premium,Electronics,988.41,5,4942.05,Rohan Desai
19-03-2026 13:24,13:24:44,Premium,Home & Kitchen,185.08,2,370.16,Sneha Gupta
19-03-2026 13:36,13:36:14,Premium,Grocery,11.72,1,11.72,Kavita Reddy
19-03-2026 13:40,13:40:08,Premium,Electronics,156.72,4,626.88,Rohan Desai
19-03-2026 13:42,13:42:06,Premium,Home & Kitchen,67.73,5,338.65,Rohan Desai
19-03-2026 13:47,13:47:34,Premium,Home & Kitchen,108.19,2,216.38,Ananya Singh
19-03-2026 13:48,13:48:23,Member,Electronics,937.28,3,2811.84,Rohan Desai
19-03-2026 13:54,13:54:19,Member,Grocery,8.64,5,43.2,Sneha Gupta
19-03-2026 13:55,13:55:25,Member,Beauty,99.19,1,99.19,Rahul Sharma
19-03-2026 13:56,13:56:22,Premium,Electronics,497.18,3,1491.54,Aditya Kumar
19-03-2026 14:07,14:07:45,Member,Grocery,44.7,3,134.1,Arjun Verma
19-03-2026 14:23,14:23:09,Premium,Beauty,25.39,4,101.56,Neha Joshi
19-03-2026 14:24,14:24:34,Regular,Home & Kitchen,244.49,3,733.47,Priya Iyer
19-03-2026 14:39,14:39:00,Regular,Beauty,29.8,5,149.0,Rahul Sharma
19-03-2026 14:45,14:45:19,Premium,Home & Kitchen,147.74,4,590.96,Kavita Reddy
19-03-2026 15:04,15:04:25,Member,Home & Kitchen,292.39,3,877.17,Kavita Reddy
19-03-2026 15:25,15:25:35,Premium,Clothing,116.78,1,116.78,Vikram Patel
19-03-2026 15:28,15:28:02,Regular,Beauty,88.56,2,177.12,Rohan Desai
19-03-2026 15:43,15:43:13,Regular,Home & Kitchen,191.86,3,575.58,Sneha Gupta
19-03-2026 16:01,16:01:46,Premium,Clothing,34.73,4,138.92,Kavita Reddy
19-03-2026 16:01,16:01:10,Member,Beauty,35.56,5,177.8,Aditya Kumar
19-03-2026 16:04,16:04:06,Premium,Beauty,40.22,3,120.66,Ananya Singh
19-03-2026 16:05,16:05:19,Member,Grocery,25.36,1,25.36,Aditya Kumar
19-03-2026 16:06,16:06:46,Regular,Electronics,431.77,2,863.54,Ananya Singh
19-03-2026 16:07,16:07:45,Member,Electronics,589.1,5,2945.5,Kavita Reddy
19-03-2026 16:07,16:07:15,Member,Clothing,138.45,2,276.9,Vikram Patel
19-03-2026 16:07,16:07:40,Member,Home & Kitchen,207.33,5,1036.65,Rahul Sharma
19-03-2026 16:16,16:16:43,Member,Grocery,8.81,3,26.43,Aditya Kumar
19-03-2026 16:28,16:28:37,Member,Home & Kitchen,93.24,4,372.96,Priya Iyer
19-03-2026 16:36,16:36:43,Member,Electronics,553.11,3,1659.33,Priya Iyer
19-03-2026 16:36,16:36:02,Regular,Home & Kitchen,274.74,4,1098.96,Ananya Singh
19-03-2026 16:57,16:57:28,Member,Home & Kitchen,127.56,5,637.8,Rohan Desai
19-03-2026 17:05,17:05:14,Member,Grocery,40.6,4,162.4,Ananya Singh
19-03-2026 17:05,17:05:38,Member,Grocery,28.01,1,28.01,Rahul Sharma
19-03-2026 17:09,17:09:40,Premium,Electronics,306.29,4,1225.16,Kavita Reddy
19-03-2026 17:32,17:32:30,Premium,Home & Kitchen,164.89,3,494.67,Arjun Verma
19-03-2026 17:54,17:54:55,Member,Grocery,35.89,5,179.45,Aditya Kumar
19-03-2026 18:12,18:12:30,Premium,Grocery,16.06,2,32.12,Priya Iyer
19-03-2026 18:17,18:17:07,Premium,Home & Kitchen,250.28,1,250.28,Rohan Desai
19-03-2026 18:26,18:26:02,Premium,Grocery,15.32,3,45.96,Rohan Desai
19-03-2026 18:47,18:47:28,Regular,Beauty,63.94,2,127.88,Ananya Singh
19-03-2026 18:48,18:48:34,Member,Clothing,59.92,4,239.68,Rohan Desai
19-03-2026 18:59,18:59:53,Member,Clothing,106.41,3,319.23,Rahul Sharma
19-03-2026 19:02,19:02:03,Member,Clothing,94.3,4,377.2,Rohan Desai
19-03-2026 19:07,19:07:34,Premium,Electronics,460.51,1,460.51,Priya Iyer
19-03-2026 19:07,19:07:47,Regular,Home & Kitchen,149.4,1,149.4,Arjun Verma
19-03-2026 19:12,19:12:54,Regular,Electronics,284.39,1,284.39,Arjun Verma
19-03-2026 19:19,19:19:45,Regular,Clothing,115.03,2,230.06,Vikram Patel
19-03-2026 19:24,19:24:24,Premium,Clothing,148.04,4,592.16,Rohan Desai
